resource_type,grade_level,poverty_level,school_state,date_posted,total_donations
Technology,Grades 3-5,highest poverty,CA,2012-01-21,15.0
Books,Grades 3-5,highest poverty,NC,2009-01-21,534.12
Supplies,Grades 3-5,moderate poverty,PA,2010-11-05,20.0
Supplies,Grades PreK-2,highest poverty,VA,2010-04-22,10.0
Technology,Grades PreK-2,moderate poverty,GA,2011-02-07,20.0
Books,Grades PreK-2,high poverty,ID,2007-09-17,30.0
Supplies,Grades PreK-2,highest poverty,NY,2010-05-20,552.66
Technology,Grades 6-8,moderate poverty,TX,2013-11-14,10.0
Books,Grades PreK-2,highest poverty,CO,2010-12-29,10.0
Books,Grades 3-5,high poverty,MI,2012-08-30,100.0
Technology,Grades 3-5,high poverty,CA,2012-01-13,15.0
Other,Grades PreK-2,moderate poverty,IL,2008-01-22,127.06
Technology,Grades 3-5,moderate poverty,FL,2011-08-17,25.0
Other,Grades 3-5,highest poverty,MI,2013-06-02,2.0
Books,Grades 6-8,highest poverty,AZ,2009-11-25,25.0
Technology,Grades 3-5,high poverty,IA,2013-11-06,20.0
Books,Grades 3-5,highest poverty,MS,2012-07-07,10.0
Technology,Grades 9-12,highest poverty,MI,2008-10-25,59.0
Books,Grades 9-12,high poverty,TX,2013-10-30,1.0
Technology,Grades 3-5,highest poverty,SC,2008-09-02,48.53
Technology,Grades PreK-2,high poverty,CA,2012-12-02,5.0
Supplies,Grades 3-5,moderate poverty,FL,2011-03-20,3.0
Other,Grades PreK-2,high poverty,FL,2011-01-22,15.0
Technology,Grades 9-12,highest poverty,MO,2009-10-15,25.0
Trips,Grades 6-8,high poverty,CA,2011-12-20,15.0
Technology,Grades PreK-2,high poverty,CA,2012-01-13,15.0
Other,Grades 6-8,highest poverty,NY,2012-09-29,50.0
Supplies,Grades 3-5,high poverty,DE,2013-11-01,11.21
Technology,Grades 9-12,high poverty,NJ,2011-03-14,50.0
Supplies,Grades PreK-2,high poverty,CA,2013-12-27,1.0
Supplies,Grades PreK-2,high poverty,PA,2013-08-11,10.0
Books,Grades 3-5,high poverty,IA,2013-10-05,83.32
Supplies,Grades 3-5,highest poverty,CA,2013-08-13,5.0
Supplies,Grades 9-12,highest poverty,NC,2011-01-05,1.0
Technology,Grades 6-8,highest poverty,CA,2013-05-25,100.0
Supplies,Grades 3-5,highest poverty,NC,2011-11-06,25.0
Technology,Grades PreK-2,high poverty,TX,2012-11-28,1.0
Technology,Grades PreK-2,high poverty,CA,2012-02-10,17.0
Supplies,Grades 3-5,high poverty,FL,2012-08-29,203.78
Books,Grades PreK-2,moderate poverty,CA,2012-10-02,50.0
Technology,Grades PreK-2,highest poverty,IL,2011-10-05,25.0
Supplies,Grades 6-8,moderate poverty,MO,2013-02-07,1.0
Books,Grades PreK-2,highest poverty,CA,2013-08-17,100.0
Books,Grades PreK-2,highest poverty,PA,2008-01-03,75.0
Technology,Grades 9-12,highest poverty,NY,2010-02-05,25.0
Books,Grades 3-5,highest poverty,GA,2012-11-01,50.0
Supplies,Grades PreK-2,high poverty,NC,2013-10-17,151.16
Other,Grades 3-5,high poverty,TX,2011-09-27,23.98
Supplies,Grades 3-5,highest poverty,NY,2013-10-04,50.0
Other,Grades PreK-2,highest poverty,TX,2011-08-22,100.0
Other,Grades PreK-2,highest poverty,CA,2013-10-27,100.0
Supplies,Grades PreK-2,highest poverty,CA,2011-12-19,10.0
Books,Grades 3-5,high poverty,CA,2012-01-26,15.0
Technology,Grades 9-12,highest poverty,IL,2012-11-17,20.0
Supplies,Grades 9-12,highest poverty,NC,2005-03-09,171.0
Trips,Grades 9-12,highest poverty,NY,2013-10-02,25.0
Technology,Grades PreK-2,highest poverty,WA,2011-09-27,25.0
Supplies,Grades 9-12,high poverty,MI,2012-01-30,25.0
Technology,Grades 9-12,highest poverty,NM,2010-09-23,3.0
Other,Grades 3-5,moderate poverty,OR,2010-09-19,25.0
Books,Grades PreK-2,high poverty,WV,2013-12-31,50.0
Books,Grades PreK-2,highest poverty,NV,2012-10-10,42.99
Technology,Grades 3-5,moderate poverty,NV,2013-02-11,25.0
Books,Grades 6-8,highest poverty,MA,2013-08-10,10.0
Supplies,Grades 3-5,moderate poverty,FL,2011-02-03,35.0
Supplies,Grades PreK-2,highest poverty,MD,2011-05-22,15.0
Supplies,Grades 3-5,highest poverty,FL,2011-03-20,10.0
Technology,Grades PreK-2,high poverty,WA,2011-10-19,10.0
Supplies,Grades 3-5,highest poverty,PA,2012-07-14,5.0
Books,Grades PreK-2,highest poverty,IL,2012-03-15,100.0
Supplies,Grades 9-12,highest poverty,IL,2012-08-21,75.0
Technology,Grades PreK-2,highest poverty,CA,2011-08-16,20.0
Technology,Grades 6-8,high poverty,CT,2013-02-27,10.0
Supplies,Grades PreK-2,highest poverty,NJ,2013-09-14,50.0
Technology,Grades 3-5,highest poverty,VA,2013-04-07,50.0
Technology,Grades 3-5,highest poverty,CT,2013-12-28,1.0
Supplies,Grades PreK-2,high poverty,UT,2013-06-03,25.0
Books,Grades 6-8,highest poverty,CA,2013-01-29,10.0
Technology,Grades 6-8,high poverty,OH,2013-06-23,35.71
Books,Grades 6-8,moderate poverty,WA,2011-09-21,25.0
Books,Grades 3-5,moderate poverty,CA,2012-01-09,15.0
Technology,Grades 9-12,highest poverty,TX,2011-05-12,50.0
Supplies,Grades 3-5,moderate poverty,IL,2010-05-29,1.0
Technology,Grades 3-5,moderate poverty,UT,2012-09-06,259.34
Supplies,Grades 3-5,highest poverty,WA,2011-10-09,10.0
Technology,Grades PreK-2,high poverty,OR,2011-09-09,5.0
Books,Grades 9-12,highest poverty,WI,2010-10-16,15.0
Books,Grades 3-5,high poverty,NC,2012-05-20,10.0
Technology,Grades PreK-2,high poverty,TN,2013-10-05,10.0
Supplies,Grades 9-12,high poverty,NY,2011-08-21,87.38
Technology,Grades 3-5,highest poverty,CA,2010-04-17,5.0
Supplies,Grades 3-5,highest poverty,OK,2013-08-09,330.65
Technology,Grades 3-5,highest poverty,IN,2012-03-17,40.0
Other,Grades PreK-2,highest poverty,IL,2005-08-29,100.0
Technology,Grades 6-8,low poverty,NH,2013-08-17,100.0
Supplies,Grades PreK-2,low poverty,NC,2013-05-27,25.29
Technology,Grades PreK-2,highest poverty,TX,2012-01-10,12.5
Books,Grades 3-5,highest poverty,IL,2013-09-12,229.45
Books,Grades 3-5,high poverty,MO,2013-06-01,5.0
Books,Grades 6-8,high poverty,WA,2011-09-18,296.11
Technology,Grades 9-12,highest poverty,CA,2011-02-19,35.0
Supplies,Grades 6-8,highest poverty,IN,2013-02-04,5.0
Technology,Grades PreK-2,moderate poverty,CA,2011-01-06,5.0
Technology,Grades PreK-2,high poverty,NY,2009-09-03,140.95
Technology,Grades PreK-2,highest poverty,TN,2011-03-28,25.0
Supplies,Grades PreK-2,highest poverty,NY,2010-12-19,319.64
Technology,Grades 6-8,highest poverty,OH,2008-07-25,20.0
Technology,Grades PreK-2,moderate poverty,NJ,2010-04-01,5.0
Supplies,Grades PreK-2,highest poverty,NY,2011-04-03,5.0
Books,Grades PreK-2,highest poverty,SD,2008-10-14,25.0
Technology,Grades PreK-2,high poverty,LA,2009-08-11,13.38
Supplies,Grades PreK-2,high poverty,IL,2013-12-12,35.67
Technology,Grades PreK-2,highest poverty,CA,2011-03-06,5.0
Technology,Grades 3-5,moderate poverty,GA,2013-03-17,25.0
Technology,Grades PreK-2,highest poverty,MS,2010-10-06,15.0
Supplies,Grades PreK-2,highest poverty,NY,2009-10-16,12.95
Supplies,Grades 6-8,highest poverty,OR,2010-03-04,50.0
Supplies,Grades 6-8,high poverty,MD,2012-07-14,75.0
Supplies,Grades PreK-2,highest poverty,IL,2007-01-25,30.0
Supplies,Grades 3-5,high poverty,MO,2012-07-31,25.0
Supplies,Grades 6-8,highest poverty,OK,2013-12-11,98.91
Supplies,Grades PreK-2,moderate poverty,GA,2011-02-02,15.0
Supplies,Grades 6-8,high poverty,NY,2009-10-17,100.0
Supplies,Grades 3-5,high poverty,FL,2012-07-07,30.0
Technology,Grades 3-5,highest poverty,IL,2013-01-20,30.0
Supplies,Grades PreK-2,high poverty,MO,2012-01-19,50.48
Technology,Grades 9-12,high poverty,OH,2013-09-01,100.0
Supplies,Grades 9-12,highest poverty,CA,2013-12-01,5.0
Supplies,Grades PreK-2,high poverty,TX,2011-01-19,30.0
Supplies,Grades 9-12,highest poverty,CA,2011-12-04,333.0
Supplies,Grades PreK-2,moderate poverty,UT,2013-09-22,25.0
Supplies,Grades 6-8,highest poverty,NY,2011-11-03,50.0
Supplies,Grades 9-12,highest poverty,MO,2009-10-16,96.18
Technology,Grades PreK-2,highest poverty,NJ,2013-08-12,20.0
Supplies,Grades 6-8,highest poverty,FL,2013-11-08,4.0
Books,Grades 6-8,highest poverty,TX,2013-11-16,80.75
Technology,Grades PreK-2,high poverty,FL,2011-01-17,15.0
Technology,Grades PreK-2,moderate poverty,CT,2012-12-15,4.0
Supplies,Grades PreK-2,highest poverty,TN,2011-03-25,25.0
Technology,Grades PreK-2,highest poverty,CA,2012-01-30,25.0
Technology,Grades 9-12,high poverty,PA,2013-01-20,25.0
Books,Grades 3-5,high poverty,NY,2013-08-26,234.25
Supplies,Grades 3-5,highest poverty,ME,2011-06-21,69.38
Supplies,Grades 9-12,highest poverty,LA,2011-07-27,25.0
Supplies,Grades 9-12,high poverty,TN,2012-10-04,25.0
Technology,Grades PreK-2,moderate poverty,GA,2013-08-04,100.0
Supplies,Grades PreK-2,highest poverty,CA,2012-09-09,5.0
Technology,Grades 3-5,high poverty,ID,2013-11-16,30.0
Other,Grades PreK-2,highest poverty,MI,2013-09-01,10.0
Other,Grades PreK-2,moderate poverty,NY,2010-12-14,80.0
Books,Grades 9-12,highest poverty,OK,2011-03-23,25.0
Technology,Grades 3-5,highest poverty,CA,2010-03-29,481.49
Supplies,Grades 6-8,highest poverty,CA,2011-11-02,5.0
Technology,Grades PreK-2,highest poverty,PA,2012-05-11,50.0
Books,Grades 9-12,highest poverty,MD,2012-02-05,20.0
Technology,Grades PreK-2,highest poverty,MA,2013-01-27,50.0
Other,Grades PreK-2,highest poverty,NC,2011-02-14,10.0
Technology,Grades 3-5,highest poverty,CA,2012-09-26,737.75
Other,Grades PreK-2,high poverty,WI,2013-08-05,1.0
Supplies,Grades 9-12,highest poverty,LA,2011-02-26,5.0
Technology,Grades 3-5,high poverty,CA,2013-04-29,30.0
Technology,Grades 9-12,high poverty,KY,2013-04-08,1.0
Supplies,Grades 3-5,highest poverty,ID,2010-12-27,10.0
Supplies,Grades 3-5,highest poverty,TN,2010-10-25,15.0
Technology,Grades PreK-2,highest poverty,CA,2012-01-20,15.0
Other,Grades PreK-2,high poverty,PA,2013-09-01,20.0
Supplies,Grades 6-8,high poverty,NC,2010-09-20,25.0
Supplies,Grades 9-12,highest poverty,TX,2013-09-01,20.0
Supplies,Grades 9-12,highest poverty,CA,2009-04-02,160.0
Technology,Grades 6-8,moderate poverty,NC,2013-11-04,10.0
Supplies,Grades 3-5,highest poverty,TX,2011-06-24,3.0
Supplies,Grades 3-5,high poverty,VA,2010-12-22,25.0
Technology,Grades PreK-2,highest poverty,CA,2011-12-08,35.0
Supplies,Grades PreK-2,highest poverty,MA,2011-10-29,10.0
Technology,Grades 6-8,highest poverty,NY,2010-02-07,300.0
Technology,Grades PreK-2,highest poverty,PA,2011-02-13,5.0
Books,Grades 9-12,highest poverty,NY,2009-11-04,547.32
Technology,Grades PreK-2,high poverty,CA,2010-11-02,15.0
Supplies,Grades 3-5,highest poverty,VA,2010-07-30,3.0
Supplies,Grades 3-5,highest poverty,NC,2011-03-09,91.46
Books,Grades 6-8,highest poverty,GA,2013-10-17,25.0
Supplies,Grades 3-5,highest poverty,NM,2013-07-06,2.0
Supplies,Grades PreK-2,moderate poverty,FL,2011-04-07,10.0
Supplies,Grades 9-12,high poverty,NM,2007-12-17,25.0
Supplies,Grades PreK-2,highest poverty,NY,2010-07-22,50.0
Technology,Grades 6-8,highest poverty,CA,2013-11-16,50.0
Supplies,Grades 6-8,highest poverty,OK,2011-03-15,94.31
Books,Grades 3-5,highest poverty,TX,2010-10-01,100.0
Books,Grades PreK-2,highest poverty,CA,2007-10-29,100.0
Technology,Grades 9-12,highest poverty,WA,2010-08-21,25.0
Technology,Grades 3-5,high poverty,CA,2012-01-20,15.0
Supplies,Grades 9-12,highest poverty,LA,2012-08-14,25.0
Other,Grades PreK-2,moderate poverty,NY,2013-02-16,20.0
Supplies,Grades PreK-2,highest poverty,PA,2013-06-10,50.0
Technology,Grades PreK-2,highest poverty,CA,2011-12-29,5.0
Supplies,Grades 3-5,highest poverty,PA,2012-01-08,25.0
Supplies,Grades 6-8,highest poverty,NY,2013-10-12,108.82
Supplies,Grades 3-5,high poverty,FL,2011-01-29,15.0
Technology,Grades 6-8,moderate poverty,CA,2013-12-30,1.0
Supplies,Grades 6-8,high poverty,CA,2011-12-06,14.66
Supplies,Grades PreK-2,low poverty,AZ,2012-09-01,25.0
Books,Grades 9-12,high poverty,NC,2007-08-04,292.5
Technology,Grades 9-12,highest poverty,NY,2012-12-25,50.0
Supplies,Grades PreK-2,highest poverty,MA,2011-01-11,25.0
Supplies,Grades 3-5,highest poverty,NY,2013-09-03,20.0
Supplies,Grades 3-5,highest poverty,NY,2013-12-15,100.0
Supplies,Grades 3-5,high poverty,NC,2006-01-27,30.0
Supplies,Grades 9-12,high poverty,FL,2011-04-10,25.0
Books,Grades 3-5,highest poverty,CA,2008-08-15,25.0
Supplies,Grades 3-5,moderate poverty,GA,2013-08-18,10.0
Other,Grades PreK-2,high poverty,NY,2013-09-18,25.0
Technology,Grades 9-12,moderate poverty,NY,2011-10-14,458.73
Technology,Grades 6-8,high poverty,CA,2012-11-01,241.66
Books,Grades PreK-2,highest poverty,WA,2011-08-23,15.0
Other,Grades 9-12,high poverty,NY,2010-12-12,10.0
Supplies,Grades 6-8,low poverty,CA,2011-11-29,50.0
Supplies,Grades PreK-2,highest poverty,TX,2012-04-10,25.0
Technology,Grades 3-5,high poverty,AL,2013-09-29,66.0
Books,Grades PreK-2,highest poverty,NC,2012-12-31,65.09
Supplies,Grades PreK-2,highest poverty,KY,2013-11-30,2.0
Books,Grades 3-5,moderate poverty,WA,2011-11-01,294.48
Technology,Grades 9-12,high poverty,NC,2011-03-05,15.0
Books,Grades PreK-2,highest poverty,PA,2011-01-27,15.0
Technology,Grades PreK-2,highest poverty,CA,2012-01-31,10.0
Technology,Grades PreK-2,moderate poverty,NC,2013-09-06,1.0
Technology,Grades 6-8,highest poverty,SC,2010-09-28,10.0
Books,Grades PreK-2,highest poverty,FL,2011-06-28,20.0
Technology,Grades PreK-2,highest poverty,NC,2007-12-17,100.0
Technology,Grades 3-5,highest poverty,CT,2010-09-30,25.0
Books,Grades 3-5,highest poverty,DC,2011-12-28,50.0
Technology,Grades 6-8,high poverty,IN,2013-03-22,1.0
Technology,Grades 9-12,high poverty,DE,2011-02-15,1.0
Supplies,Grades 9-12,highest poverty,IN,2012-08-29,25.0
Books,Grades PreK-2,highest poverty,GA,2008-12-29,75.0
Technology,Grades 3-5,highest poverty,CA,2010-03-07,18.83
Technology,Grades 3-5,highest poverty,LA,2013-10-29,1046.94
Books,Grades PreK-2,high poverty,VA,2010-01-09,25.0
Supplies,Grades PreK-2,highest poverty,CA,2012-01-28,5.28
Books,Grades 6-8,highest poverty,GA,2010-12-09,7.77
Books,Grades 3-5,highest poverty,FL,2013-08-17,103.51
Technology,Grades 3-5,highest poverty,CA,2010-04-17,425.0
Technology,Grades 9-12,highest poverty,CA,2011-04-06,35.0
Supplies,Grades 9-12,highest poverty,NY,2009-07-01,78.0
Other,Grades PreK-2,highest poverty,IL,2007-12-03,50.0
Supplies,Grades 6-8,highest poverty,NJ,2012-09-02,50.0
Technology,Grades 3-5,highest poverty,IN,2013-11-06,12.5
Supplies,Grades 3-5,high poverty,WA,2011-01-10,35.0
Technology,Grades PreK-2,highest poverty,CA,2013-07-24,5.0
Books,Grades PreK-2,high poverty,DC,2011-03-13,25.0
Supplies,Grades PreK-2,high poverty,CA,2006-01-25,135.98
Books,Grades 6-8,high poverty,WA,2013-03-26,100.0
Technology,Grades 3-5,highest poverty,TX,2012-12-13,5.0
Other,Grades PreK-2,highest poverty,NY,2011-08-22,187.74
Books,Grades 3-5,highest poverty,MI,2013-01-29,100.0
Technology,Grades 6-8,high poverty,CA,2011-12-10,15.0
Technology,Grades PreK-2,highest poverty,CT,2013-09-22,10.0
Books,Grades PreK-2,highest poverty,CA,2010-09-01,10.0
Other,Grades PreK-2,high poverty,NC,2013-05-11,1.0
Other,Grades 3-5,highest poverty,RI,2013-07-01,50.0
Books,Grades 3-5,low poverty,CA,2012-08-18,100.0
Technology,Grades PreK-2,high poverty,ID,2010-11-14,15.0
Technology,Grades 6-8,highest poverty,CA,2013-09-02,20.0
Technology,Grades 3-5,highest poverty,VA,2012-10-01,100.0
Technology,Grades 3-5,highest poverty,CA,2012-09-07,25.0
Supplies,Grades PreK-2,highest poverty,IL,2010-01-14,25.0
Other,Grades PreK-2,moderate poverty,FL,2011-03-27,15.0
Technology,Grades 3-5,low poverty,CA,2013-09-29,20.0
Technology,Grades 3-5,highest poverty,OH,2013-03-13,50.0
Supplies,Grades PreK-2,highest poverty,CA,2012-01-15,15.0
Supplies,Grades PreK-2,moderate poverty,SC,2013-12-17,1.0
Supplies,Grades PreK-2,moderate poverty,AZ,2013-05-27,20.0
Supplies,Grades 3-5,highest poverty,NJ,2013-11-14,10.0
Supplies,Grades PreK-2,highest poverty,CA,2013-01-14,50.0
Books,Grades 9-12,highest poverty,CA,2009-11-01,100.0
Supplies,Grades PreK-2,high poverty,CA,2013-01-02,1.0
Other,Grades 3-5,low poverty,IL,2010-11-09,15.0
Supplies,Grades 3-5,moderate poverty,IA,2012-09-10,20.0
Supplies,Grades 3-5,high poverty,CA,2012-01-15,15.0
Books,Grades PreK-2,highest poverty,CA,2010-10-12,15.0
Other,Grades 6-8,high poverty,NC,2009-09-23,75.9
Supplies,Grades 9-12,highest poverty,CA,2012-09-09,50.0
Supplies,Grades PreK-2,highest poverty,OK,2009-09-22,50.0
Supplies,Grades 9-12,high poverty,CA,2011-12-10,15.0
Other,Grades 3-5,highest poverty,TX,2010-12-11,25.0
Books,Grades PreK-2,highest poverty,GA,2009-09-19,25.0
Supplies,Grades 3-5,highest poverty,TX,2013-03-24,100.0
Technology,Grades 6-8,highest poverty,NY,2008-09-24,6.0
Supplies,Grades PreK-2,highest poverty,NY,2013-01-21,1.0
Technology,Grades PreK-2,high poverty,FL,2011-08-25,3.0
Other,Grades PreK-2,highest poverty,UT,2013-12-01,297.67
Technology,Grades 9-12,high poverty,AR,2013-08-11,10.0
Technology,Grades 6-8,highest poverty,CA,2013-04-13,1.0
Supplies,Grades PreK-2,highest poverty,MI,2013-11-21,50.0
Supplies,Grades 3-5,highest poverty,CA,2012-01-02,25.0
Supplies,Grades 3-5,moderate poverty,FL,2011-04-10,10.0
Technology,Grades 6-8,high poverty,MD,2009-09-02,50.0
Supplies,Grades 3-5,low poverty,CA,2008-10-09,251.0
Books,Grades 3-5,highest poverty,PA,2009-09-16,50.0
Other,Grades 6-8,highest poverty,CA,2010-04-19,5.0
Supplies,Grades PreK-2,highest poverty,GA,2011-09-25,50.0
Supplies,Grades PreK-2,highest poverty,CA,2012-01-21,10.0
Technology,Grades 3-5,highest poverty,FL,2011-01-17,15.0
Technology,Grades PreK-2,high poverty,CA,2012-02-04,50.0
Other,Grades PreK-2,highest poverty,MD,2012-08-14,5.0
Books,Grades PreK-2,moderate poverty,CA,2012-01-29,10.0
Technology,Grades PreK-2,high poverty,NC,2010-11-26,20.0
Technology,Grades PreK-2,high poverty,TX,2006-03-21,50.0
Other,Grades 3-5,highest poverty,NY,2013-01-20,1.0
Technology,Grades 3-5,highest poverty,OK,2013-09-14,347.2
Supplies,Grades 3-5,highest poverty,NY,2013-12-18,179.01
Supplies,Grades PreK-2,highest poverty,CA,2009-12-13,35.0
Technology,Grades 3-5,high poverty,WA,2011-10-07,10.0
Technology,Grades 9-12,highest poverty,TX,2012-02-11,25.0
Other,Grades PreK-2,highest poverty,SC,2013-09-13,25.0
Books,Grades PreK-2,highest poverty,NC,2013-04-20,50.0
Technology,Grades 3-5,highest poverty,NC,2011-12-11,10.0
Supplies,Grades 3-5,highest poverty,SC,2012-02-07,51.0
Supplies,Grades PreK-2,highest poverty,DC,2007-09-11,527.06
Other,Grades 6-8,low poverty,WA,2011-10-08,20.0
Supplies,Grades 9-12,highest poverty,KS,2013-03-10,25.0
Technology,Grades 6-8,moderate poverty,WA,2012-12-17,25.0
Technology,Grades 3-5,highest poverty,NC,2010-08-23,3.0
Technology,Grades 9-12,high poverty,TX,2013-02-07,10.0
Supplies,Grades 6-8,moderate poverty,IL,2005-10-06,100.0
Supplies,Grades PreK-2,low poverty,CA,2011-10-30,200.0
Technology,Grades 3-5,highest poverty,CA,2011-12-10,15.0
Supplies,Grades 6-8,highest poverty,OH,2013-02-06,10.0
Supplies,Grades 3-5,high poverty,TN,2011-12-12,100.0
Supplies,Grades 9-12,high poverty,OH,2009-08-20,57.7
Technology,Grades 6-8,moderate poverty,TN,2011-04-10,10.0
Books,Grades PreK-2,highest poverty,CA,2011-08-03,27.09
Other,Grades 6-8,high poverty,NC,2013-12-05,25.0
Supplies,Grades 3-5,highest poverty,MI,2010-07-24,25.0
Supplies,Grades 9-12,highest poverty,CA,2012-11-16,20.0
Other,Grades PreK-2,high poverty,TN,2013-11-05,100.0
Technology,Grades PreK-2,high poverty,KY,2008-12-18,10.0
Supplies,Grades 6-8,high poverty,NJ,2009-07-15,130.68
Technology,Grades 6-8,highest poverty,IN,2013-02-10,5.0
Supplies,Grades 9-12,high poverty,CA,2013-12-04,75.0
Supplies,Grades PreK-2,highest poverty,TN,2012-02-19,10.0
Books,Grades PreK-2,high poverty,WA,2011-11-06,10.0
Supplies,Grades 6-8,highest poverty,NY,2010-10-13,57.86
Technology,Grades PreK-2,high poverty,CA,2011-12-26,10.0
Supplies,Grades 3-5,high poverty,AL,2010-12-26,275.47
Technology,Grades PreK-2,highest poverty,IL,2006-04-09,100.0
Technology,Grades 9-12,highest poverty,NJ,2011-12-28,10.0
Supplies,Grades 3-5,high poverty,FL,2011-01-24,10.0
Supplies,Grades 6-8,high poverty,MI,2010-03-02,25.0
Other,Grades 6-8,highest poverty,PA,2012-11-30,1.0
Technology,Grades 6-8,high poverty,CA,2012-01-20,15.0
Books,Grades 9-12,highest poverty,DC,2013-07-03,100.0
Technology,Grades 9-12,highest poverty,MA,2011-03-24,10.0
Technology,Grades PreK-2,moderate poverty,OH,2009-07-13,25.0
Books,Grades 3-5,high poverty,AL,2011-03-09,1.0
Technology,Grades 3-5,high poverty,CA,2012-01-30,25.0
Technology,Grades 6-8,high poverty,GA,2013-11-01,15.0
Other,Grades 9-12,highest poverty,CA,2012-01-31,15.0
Books,Grades PreK-2,moderate poverty,NY,2012-11-21,18.0
Supplies,Grades 6-8,highest poverty,CA,2009-03-01,25.0
Technology,Grades 6-8,highest poverty,GA,2013-10-26,25.0
Supplies,Grades 3-5,high poverty,TX,2012-04-01,10.0
Technology,Grades 9-12,highest poverty,CA,2011-12-26,29.36
Supplies,Grades 6-8,highest poverty,IL,2011-10-29,25.0
Technology,Grades PreK-2,highest poverty,VT,2011-11-13,20.0
Other,Grades PreK-2,highest poverty,CA,2013-08-22,1.0
Supplies,Grades PreK-2,highest poverty,AZ,2013-08-23,55.4
Technology,Grades PreK-2,moderate poverty,IL,2012-04-21,10.0
Supplies,Grades 6-8,highest poverty,MI,2009-08-30,5.0
Technology,Grades PreK-2,moderate poverty,CA,2012-02-12,20.0
Technology,Grades PreK-2,high poverty,AZ,2013-08-29,100.0
Other,Grades PreK-2,highest poverty,NC,2006-11-06,192.14
Technology,Grades 3-5,highest poverty,NC,2012-12-28,20.0
Books,Grades PreK-2,high poverty,VA,2010-12-19,6.0
Books,Grades 9-12,highest poverty,MI,2013-08-02,10.0
Technology,Grades PreK-2,high poverty,NY,2009-07-10,50.0
Supplies,Grades 3-5,high poverty,NY,2010-02-14,62.55
Supplies,Grades PreK-2,high poverty,CA,2012-02-19,478.29
Supplies,Grades PreK-2,high poverty,AZ,2012-08-31,10.0
Books,Grades 6-8,high poverty,HI,2012-07-22,300.0
